Papel,BRFS3,Cotação,20.44,,
Tipo,ON NM,Data últ cot,07/12/2021,,
Empresa,BRF Foods ON NM,Min 52 sem,19.24,,
Setor,Alimentos Processados,Max 52 sem,30.07,,
Subsetor,Carnes e Derivados,Vol $ méd (2m),170917000,,
Valor de mercado,16607000000,Últ balanço processado,30/09/2021,,
Valor da firma,33552500000,Nro. Ações,812473000,,
Oscilações,Oscilações,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas,Indicadores fundamentalistas
Dia,"-0,78%",P/L,40.80,LPA,0.50
Mês,"3,49%",P/VP,2.19,VPA,9.35
30 dias,"-13,79%",P/EBIT,5.64,Marg. Bruta,"21,6%"
12 meses,"-3,95%",PSR,0.36,Marg. EBIT,"6,4%"
2021,"-7,26%",P/Ativos,0.31,Marg. Líquida,"0,9%"
2020,"-37,39%",P/Cap. Giro,4.14,EBIT / Ativo,"5,6%"
2019,"60,51%",P/Ativ Circ Liq,-0.79,ROIC,"9,1%"
2018,"-40,08%",Div. Yield,"0,0%",ROE,"5,4%"
2017,"-24,15%",EV / EBITDA,5.97,Liquidez Corr,1.20
2016,"-9,83%",EV / EBIT,11.39,Div Br/ Patrim,3.18
,,Cres. Rec (5a),"7,8%",Giro Ativos,0.87
Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,Dados Balanço Patrimonial,,
Ativo,53048800000,Dív. Bruta,24178600000,,
Disponibilidades,7233030000,Dív. Líquida,16945600000,,
Ativo Circulante,24242200000,Patrim. Líq,7599850000,,
Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,Dados demonstrativos de resultados,,
Últimos 12 meses,Últimos 12 meses,Últimos 3 meses,Últimos 3 meses,,
Receita Líquida,46093000000,Receita Líquida,12390000000,,
EBIT,2945610000,EBIT,755214000,,
Lucro Líquido,407008000,Lucro Líquido,-282116000,,
